company_name,source_category,sources_count,sources
武汉长江光电有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉长江计算科技有限公司,数字化改造验收,4,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps;武汉市人工智能典型应用场景项目名单.docx;武汉市人工智能示范应用场景项目拟支持资金清单.docx;附件4-2026年武汉市“人工智能+制造”高质量数据集.docx
武汉长电电气有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉长进光子技术股份有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武汉长锐服装有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉长飞通用电缆有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉阿迪克电子股份有限公司,数字化改造验收,3,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx;武汉市2025年度基础级智能工厂拟认定名单.doc;附件3-2026年武汉市“人工智能+制造”典型智能终端清单.docx
武汉雅元食品集团股份有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉零点绿色食品股份有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉雷恩博激光科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉青山北湖南丰设备有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉静磁栅机电制造有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第三批_.wps
武汉颐光科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武汉颐思谱科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉首甲实业发展有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉高明兰光电科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉鹏恒包装印务有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉鹏成汽车零部件有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉鼎源智造实业有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武汉鼎诚电器有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武钢维尔卡钢绳制品有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第二批_.wps
江苏新程(武汉)汽车零部件有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
法睿兰达科技(武汉)有限公司,数字化改造验收,2,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx;武汉市人工智能典型应用场景项目名单.docx
泰思科技(武汉)有限公司,数字化改造验收,1,2025年武汉市中小企业数字化改造验收通过企业名单_第一批_.wps
浦项(武汉)汽车配件制造有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
海波重型工程科技股份有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第三批_.wps
湖北一末环保实业有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
湖北三六一一应急装备有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
湖北东峻工贸有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第二批_.wps
湖北东峻领电科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
湖北东湖新动力有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
湖北中通服通信有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
湖北兴屹电气集团有限公司,数字化改造验收,2,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps;武汉市2025年度基础级智能工厂拟认定名单.doc
湖北兴盛通电气设备有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
湖北军缔悍隆科技发展有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
湖北农发升阳食品有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
湖北华亿电气集团有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
湖北协诚瑞龙科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
湖北南远电缆科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第二批_.wps
湖北吉兴汽车部件有限公司,数字化改造验收,1,2025年武汉市中小企业数字化改造验收通过企业名单_第一批_.wps
湖北唐钢汽车板有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
湖北平安电工实业有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
湖北广济医药科技有限公司,数字化改造验收,1,2025年武汉市中小企业数字化改造验收通过企业名单_第一批_.wps
湖北庞源机械工程有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
湖北弗顿科学技术有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
湖北德创电气有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
湖北方圆科学仪器股份有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
湖北星辰技术有限公司,数字化改造验收,3,2025年武汉市中小企业数字化改造验收通过企业名单_第一批_.wps;武汉市人工智能典型应用场景项目名单.docx;武汉市人工智能示范应用场景项目拟支持资金清单.docx
湖北楚天汉仪科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
湖北汉鼎智能科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
湖北江汉石油仪器仪表股份有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
湖北洁源检测有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
湖北济善堂中药饮片有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
湖北烟草民意纸业有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
湖北空分工程科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
湖北精实机电科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
湖北联乘智能科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
湖北荣富禾汽车配件有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
湖北菱湖尚品洪山菜苔农业发展有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
湖北赛格瑞新能源科技有限公司,数字化改造验收,1,2025年武汉市中小企业数字化改造验收通过企业名单_第一批_.wps
湖北远大天天明制药有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
湖北鑫辰源电气有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第二批_.wps
湖北钢世源钢材加工配送有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
湖北长天通信科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
湖北长江电气有限公司,数字化改造验收,2,武汉市2025年中小企业数字化改造验收通过企业名单_第三批_.wps;附件1-2026年武汉市“人工智能+制造”典型应用场景案例清单.docx
湖北雷特新御科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
湖北骏腾拓达光电有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
湖北魔方新能源科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第二批_.wps
湖北鼎万机电设备有限公司,数字化改造验收,1,2025年武汉市中小企业数字化改造验收通过企业名单_第一批_.wps
牧野汽车装备(武汉)有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
理研密封件(武汉)有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
理研汽车配件(武汉)有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
百威(武汉)啤酒有限公司,数字化改造验收,2,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx;附件1-2026年武汉市“人工智能+制造”典型应用场景案例清单.docx
科奇汽车传动系统(中国)有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
程力重工股份有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
稳健医疗(武汉)有限公司,数字化改造验收,2,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps;附件1-2026年武汉市“人工智能+制造”典型应用场景案例清单.docx
粒曼生物科技(武汉)有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
美达王(武汉)钢材制品有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
羿动新能源科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第三批_.wps
翰宇药业(武汉)有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
翰思艾泰生物医药科技(武汉)股份有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第二批_.wps
耀客明道物联网(武汉)有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第二批_.wps
考泰斯(武汉)塑料技术有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
胜华新能源科技(武汉)有限公司,数字化改造验收,2,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx;武汉市2025年度基础级智能工厂拟认定名单.doc
腾景光通讯技术(武汉)有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
至誉科技股份有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
航天瑞奇电缆有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
航天科工火箭技术有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
航天科工空间工程发展有限公司,数字化改造验收,2,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx;附件1-2026年武汉市“人工智能+制造”典型应用场景案例清单.docx
航达康机电技术(武汉)有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
艾格立特(武汉)科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
英特姆(武汉)医疗科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
萨玛八千代(武汉)汽车配件有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
诚芯智联(武汉)科技技术有限公司,数字化改造验收,3,2025年武汉市中小企业数字化改造验收通过企业名单_第一批_.wps;附件1-2026年武汉市“人工智能+制造”典型应用场景案例清单.docx;附件3-2026年武汉市“人工智能+制造”典型智能终端清单.docx
谱络(武汉)医学生物科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
路德生物环保科技股份有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第三批_.wps
车城智能装备(武汉)有限公司,数字化改造验收,1,2025年武汉市中小企业数字化改造验收通过企业名单_第一批_.wps
远大医药(中国)有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
逸航汽车零部件(武汉)有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
采埃孚汽车安全系统(武汉)有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
金亭汽车线束(武汉)有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
铭朗科技(湖北)有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
长飞光坊(武汉)科技有限公司,数字化改造验收,2,2025年武汉市中小企业数字化改造验收通过企业名单_第一批_.wps;武汉市2025年度基础级智能工厂拟认定名单.doc
阿卢米科技有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第三批_.wps
隆达铝业(武汉)有限公司,数字化改造验收,1,2025年武汉市中小企业数字化改造验收通过企业名单_第一批_.wps
鼎康(武汉)生物医药有限公司,数字化改造验收,1,武汉市2025年中小企业数字化改造验收通过企业名单_第二批_.wps
2025年度卓越级和领航级智能工厂,智能工厂,1,2025年度卓越级和领航级智能工厂拟奖励清单__1_.wps
万向(武汉)智造有限公司,智能工厂,2,武汉市2025年度基础级智能工厂拟认定名单.doc;附件1-2026年武汉市“人工智能+制造”典型应用场景案例清单.docx
中创新航科技(武汉)有限公司,智能工厂,2,2026年基础级智能工厂拟认定名单.docx;附件1-2026年武汉市“人工智能+制造”典型应用场景案例清单.docx
中电建武汉铁塔有限公司,智能工厂,3,2026年基础级智能工厂拟认定名单.docx;武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps;附件1-2026年武汉市“人工智能+制造”典型应用场景案例清单.docx
中能建储能科技(武汉)有限公司,智能工厂,1,2026年基础级智能工厂拟认定名单.docx
云羽之音智能乐器(武汉)有限公司,智能工厂,1,武汉市2025年度基础级智能工厂拟认定名单.doc
佛山市海天(武汉)调味食品有限公司,智能工厂,3,2026年基础级智能工厂拟认定名单.docx;武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps;附件1-2026年武汉市“人工智能+制造”典型应用场景案例清单.docx
冠捷显示科技(武汉)有限公司,智能工厂,2,武汉市2025年度基础级智能工厂拟认定名单.doc;附件1-2026年武汉市“人工智能+制造”典型应用场景案例清单.docx
卓越级智能工厂,智能工厂,1,2025年度卓越级和领航级智能工厂拟奖励清单__1_.wps
基础级智能工厂,智能工厂,1,2026年基础级智能工厂拟认定名单.docx
安波福连接器系统(武汉)有限公司,智能工厂,2,2026年基础级智能工厂拟认定名单.docx;武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
小米智能电器(武汉)有限公司,智能工厂,2,2026年基础级智能工厂拟认定名单.docx;附件1-2026年武汉市“人工智能+制造”典型应用场景案例清单.docx
武汉东海石化重型装备有限公司,智能工厂,2,2026年基础级智能工厂拟认定名单.docx;附件1-2026年武汉市“人工智能+制造”典型应用场景案例清单.docx
武汉中原电子信息有限公司,智能工厂,1,2026年基础级智能工厂拟认定名单.docx
武汉中岩科技股份有限公司,智能工厂,1,2026年基础级智能工厂拟认定名单.docx
武汉京东方光电科技有限公司,智能工厂,3,2025年度卓越级和领航级智能工厂拟奖励清单__1_.wps;武汉市人工智能典型应用场景项目名单.docx;武汉市人工智能示范应用场景项目拟支持资金清单.docx
武汉亿思源光电有限公司,智能工厂,1,2026年基础级智能工厂拟认定名单.docx
武汉伊势模具有限公司,智能工厂,2,2026年基础级智能工厂拟认定名单.docx;武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉伊莱瑞特生物科技股份有限公司,智能工厂,2,2026年基础级智能工厂拟认定名单.docx;武汉市2025年中小企业数字化改造验收通过企业名单_第三批_.wps
武汉光迅科技股份有限公司,智能工厂,1,2025年度卓越级和领航级智能工厂拟奖励清单__1_.wps
武汉兴亿盛精密模具有限公司,智能工厂,1,2026年基础级智能工厂拟认定名单.docx
武汉创元铝制休闲用品有限责任公司,智能工厂,2,2026年基础级智能工厂拟认定名单.docx;武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉创维平面科技有限公司,智能工厂,3,2026年基础级智能工厂拟认定名单.docx;武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx;附件1-2026年武汉市“人工智能+制造”典型应用场景案例清单.docx
武汉华工正源光子技术有限公司,智能工厂,2,2026年基础级智能工厂拟认定名单.docx;武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉华彩光电有限公司,智能工厂,1,2026年基础级智能工厂拟认定名单.docx
武汉华日精密激光股份有限公司,智能工厂,1,武汉市2025年度基础级智能工厂拟认定名单.doc
武汉华易科技有限公司,智能工厂,2,2026年基础级智能工厂拟认定名单.docx;武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉合智数字能源技术有限公司,智能工厂,2,2026年基础级智能工厂拟认定名单.docx;武汉市2025年中小企业数字化改造验收通过企业名单_第二批_.wps
武汉和盛汽车零部件有限公司,智能工厂,2,2026年基础级智能工厂拟认定名单.docx;武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉天源集团股份有限公司,智能工厂,2,2026年基础级智能工厂拟认定名单.docx;武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉孚安特科技有限公司,智能工厂,1,武汉市2025年度基础级智能工厂拟认定名单.doc
武汉宜南橡塑科技有限公司,智能工厂,1,武汉市2025年度基础级智能工厂拟认定名单.doc
武汉家家乐饲料有限公司,智能工厂,1,2026年基础级智能工厂拟认定名单.docx
武汉市2025年度基础级智能工厂,智能工厂,1,武汉市2025年度基础级智能工厂拟认定名单.doc
武汉市源国科技有限公司,智能工厂,1,武汉市2025年度基础级智能工厂拟认定名单.doc
武汉市铁耕宇联合工贸有限责任公司,智能工厂,1,武汉市2025年度基础级智能工厂拟认定名单.doc
武汉帝尔激光科技股份有限公司,智能工厂,1,2026年基础级智能工厂拟认定名单.docx
武汉思力博轨道装备有限公司,智能工厂,2,2026年基础级智能工厂拟认定名单.docx;武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉星火电线电缆有限公司,智能工厂,1,武汉市2025年度基础级智能工厂拟认定名单.doc
武汉昱升光电股份有限公司,智能工厂,1,2026年基础级智能工厂拟认定名单.docx
武汉海尔电冰柜有限公司,智能工厂,3,2026年基础级智能工厂拟认定名单.docx;武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx;附件1-2026年武汉市“人工智能+制造”典型应用场景案例清单.docx
武汉滨湖双鹤药业有限责任公司,智能工厂,2,2026年基础级智能工厂拟认定名单.docx;武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉现代精工机械股份有限公司,智能工厂,1,2026年基础级智能工厂拟认定名单.docx
武汉百事可乐饮料有限公司,智能工厂,1,武汉市2025年度基础级智能工厂拟认定名单.doc
武汉禾元生物科技股份有限公司,智能工厂,1,2026年基础级智能工厂拟认定名单.docx
武汉科能电气有限公司,智能工厂,1,2026年基础级智能工厂拟认定名单.docx
武汉第二电线电缆有限公司,智能工厂,1,2026年基础级智能工厂拟认定名单.docx
武汉精毅通电子技术有限公司,智能工厂,2,2026年基础级智能工厂拟认定名单.docx;武汉市2025年中小企业数字化改造验收通过企业名单_第四批_.wps
武汉致远荆瀚建筑科技有限公司,智能工厂,1,武汉市2025年度基础级智能工厂拟认定名单.doc
武汉航空仪表有限责任公司,智能工厂,2,2026年基础级智能工厂拟认定名单.docx;武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉苏泊尔炊具有限公司,智能工厂,1,武汉市2025年度基础级智能工厂拟认定名单.doc
武汉莱恩输变电设备股份有限公司,智能工厂,2,2026年基础级智能工厂拟认定名单.docx;武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉通领沃德汽车饰件有限公司,智能工厂,2,2026年基础级智能工厂拟认定名单.docx;武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉钢铁有限公司,智能工厂,2,2026年基础级智能工厂拟认定名单.docx;武汉市人工智能典型应用场景项目名单.docx
武汉锅炉集团阀门有限责任公司,智能工厂,1,2026年基础级智能工厂拟认定名单.docx
武汉锐科光纤激光技术股份有限公司,智能工厂,1,2025年度卓越级和领航级智能工厂拟奖励清单__1_.wps
武汉长华长源汽车零部件有限公司,智能工厂,1,武汉市2025年度基础级智能工厂拟认定名单.doc
武汉长盈通光电技术股份有限公司,智能工厂,1,2026年基础级智能工厂拟认定名单.docx
武汉顶益食品有限公司,智能工厂,2,2026年基础级智能工厂拟认定名单.docx;武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
武汉飞恩微电子有限公司,智能工厂,1,武汉市2025年度基础级智能工厂拟认定名单.doc
武汉驿路通科技股份有限公司,智能工厂,1,2026年基础级智能工厂拟认定名单.docx
武汉高芯科技有限公司,智能工厂,1,2026年基础级智能工厂拟认定名单.docx
湖北三江博力智能装备有限公司,智能工厂,2,2026年基础级智能工厂拟认定名单.docx;武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
湖北农发零号食品有限公司,智能工厂,1,2026年基础级智能工厂拟认定名单.docx
湖北合益包装科技有限公司,智能工厂,1,武汉市2025年度基础级智能工厂拟认定名单.doc
湖北开特汽车电子电器系统股份有限公司,智能工厂,1,2026年基础级智能工厂拟认定名单.docx
湖北恒泰电线电缆有限公司,智能工厂,2,2026年基础级智能工厂拟认定名单.docx;武汉市2025年中小企业数字化改造验收通过企业名单_第二批_.wps
湖北省电力装备有限公司,智能工厂,1,2026年基础级智能工厂拟认定名单.docx
湖北金贵中药饮片有限公司,智能工厂,2,2026年基础级智能工厂拟认定名单.docx;武汉市2025年中小企业数字化改造验收通过企业名单_第五批_.docx
湖北雷迪特热系统股份有限公司,智能工厂,2,武汉市2025年度基础级智能工厂拟认定名单.doc;附件1-2026年武汉市“人工智能+制造”典型应用场景案例清单.docx
神龙汽车有限公司,智能工厂,1,武汉市2025年度基础级智能工厂拟认定名单.doc
福格森(武汉)生物科技股份有限公司,智能工厂,1,2026年基础级智能工厂拟认定名单.docx
长飞先进半导体(武汉)有限公司,智能工厂,1,2026年基础级智能工厂拟认定名单.docx
长飞光纤光缆股份有限公司,智能工厂,2,2025年度卓越级和领航级智能工厂拟奖励清单__1_.wps;关于2025年武汉市工业互联网发展专项资金预安排情况的公示.pdf
阳奥科技有限公司,智能工厂,1,2026年基础级智能工厂拟认定名单.docx
霍立克电气有限公司,智能工厂,1,武汉市2025年度基础级智能工厂拟认定名单.doc
领航级智能工厂,智能工厂,1,2025年度卓越级和领航级智能工厂拟奖励清单__1_.wps
TCL空调器(武汉)有限公司,人工智能,1,武汉市人工智能典型应用场景项目名单.docx
三峡星人工智能科技(武汉)有限公司,人工智能,1,2026年人工智能应用服务商（第二批）名单.docx
东云睿连(武汉)计算技术有限公司,人工智能,1,2026年人工智能应用服务商（第二批）名单.docx
东软集团(武汉)有限公司,人工智能,3,武汉市人工智能典型应用场景项目名单.docx;武汉市人工智能示范应用场景项目拟支持资金清单.docx;附件1：2026年武汉市“人工智能+生态环境治理”典型应用场景案例清单.wps
东风商用车有限公司,人工智能,1,武汉市人工智能示范应用场景项目拟支持资金清单.docx
东风实业有限公司,人工智能,1,武汉市人工智能示范应用场景项目拟支持资金清单.docx
东风汽车集团股份有限公司,人工智能,4,武汉市人工智能典型应用场景项目名单.docx;附件1-2026年武汉市“人工智能+制造”典型应用场景案例清单.docx;附件2-2026年武汉市“人工智能+制造”典型工业模型和智能体清单.docx;附件4-2026年武汉市“人工智能+制造”高质量数据集.docx
中交武汉智行国际工程咨询有限公司,人工智能,2,2026年人工智能应用服务商（第二批）名单.docx;武汉市人工智能典型应用场景项目名单.docx
中信科移动通信技术有限公司,人工智能,1,武汉市人工智能示范应用场景项目拟支持资金清单.docx
中信科移动通信技术有限公司北京金山云网络技术有限公司,人工智能,1,武汉市人工智能示范应用场景项目拟支持资金清单.docx
中信科移动通信技术股份有限公司,人工智能,1,附件1-2026年武汉市“人工智能+制造”典型应用场景案例清单.docx
中冶武勘工程技术有限公司,人工智能,1,武汉市人工智能典型应用场景项目名单.docx
中国移动通信集团湖北有限公司,人工智能,5,1.2026年武汉市“人工智能+教育”优秀应用场景案例清单.wps;3.2026年武汉市“人工智能+教育”新一代智能终端产品清单.wps;附件1-2026年武汉市“人工智能+制造”典型应用场景案例清单.docx;附件1：2026年武汉市“人工智能+教育”优秀应用场景案例清单.docx;附件3：2026年武汉市“人工智能+教育”新一代智能终端产品清单.docx
中国移动通信集团湖北有限公司武汉分公司,人工智能,1,附件1：2026年武汉市“人工智能+教育”优秀应用场景案例清单.docx
中国联合网络通信集团有限公司武汉分公司,人工智能,1,2026年人工智能应用服务商（第二批）名单.docx
中国铁塔股份有限公司武汉市分公司,人工智能,1,附件1：2026年武汉市“人工智能+生态环境治理”典型应用场景案例清单.wps
中安智研(武汉)交通科技有限公司,人工智能,1,附件1：2026年武汉市“人工智能+生态环境治理”典型应用场景案例清单.wps
中建商品混凝土有限公司,人工智能,1,附件1-2026年武汉市“人工智能+制造”典型应用场景案例清单.docx
中建钢构武汉有限公司,人工智能,1,武汉市人工智能典型应用场景项目名单.docx
中泰信达环保科技(武汉)有限公司,人工智能,1,2026年人工智能应用服务商（第二批）名单.docx
中电(武汉)数字科技有限公司,人工智能,1,2026年人工智能应用服务商（第二批）名单.docx
中科凡语(武汉)科技有限公司,人工智能,3,2.2026年武汉市“人工智能+教育”优秀行业模型和智能体清单.wps;附件2：2026年武汉市“人工智能+医疗”典型行业模型和智能体清单.docx;附件2：2026年武汉市“人工智能+教育”优秀行业模型和智能体清单.docx
中金云链(武汉)数字科技有限公司,人工智能,1,2026年人工智能应用服务商（第二批）名单.docx
中铁大桥局集团有限公司,人工智能,1,武汉市人工智能典型应用场景项目名单.docx
临床真实世界多中心,人工智能,1,附件4：2026年武汉市“人工智能+医疗”高质量数据集清单.docx
九信中药集团有限公司,人工智能,1,武汉市人工智能典型应用场景项目名单.docx
九州通医药集团股份有限公司,人工智能,3,武汉市人工智能典型应用场景项目名单.docx;武汉市人工智能示范应用场景项目拟支持资金清单.docx;附件4：2026年武汉市“人工智能+医疗”高质量数据集清单.docx
云启智慧科技有限公司,人工智能,5,1.2026年武汉市“人工智能+教育”优秀应用场景案例清单.wps;2024年武汉市软件产业发展专项资金预安排情况.pdf;2026年人工智能应用服务商（第二批）名单.docx;武汉市人工智能典型应用场景项目名单.docx;附件1：2026年武汉市“人工智能+教育”优秀应用场景案例清单.docx
人工智能消化内镜中心,人工智能,1,武汉市人工智能典型应用场景项目名单.docx
亿思(湖北)科技有限公司,人工智能,2,1.2026年武汉市“人工智能+教育”优秀应用场景案例清单.wps;附件1：2026年武汉市“人工智能+教育”优秀应用场景案例清单.docx
众创网(武汉)科技有限公司,人工智能,2,2026年人工智能应用服务商（第二批）名单.docx;武汉市人工智能典型应用场景项目名单.docx
伟宸科技(武汉)有限公司,人工智能,1,2026年人工智能应用服务商（第二批）名单.docx
